Static_Library_Name,Item_Category,Number_of_Issues,Number_of_Renewals,Total,Year
Portglenone Library,Reference Non-borrowable,1,,1,2021
Portglenone Library,Teenage Fiction,53,33,86,2021
Portglenone Library,Teenage Non-fiction,12,3,15,2021
Portglenone Library,Uncategorised,,2,2,2021
Portrush Library,Adult Fiction,5204,2234,7438,2021
Portrush Library,Adult Fiction Large Print,138,38,176,2021
Portrush Library,Adult Fiction Spoken Word,84,24,108,2021
Portrush Library,Adult Non-fiction,1112,1104,2216,2021
Portrush Library,Adult Non-fiction Large Print,7,1,8,2021
Portrush Library,Adult Non-fiction Spoken Word,3,5,8,2021
Portrush Library,Adult Reference,1,10,11,2021
Portrush Library,Chatterbooks,2,2,4,2021
Portrush Library,Curriculum Support Collection,11,15,26,2021
Portrush Library,Junior Fiction,7243,2447,9690,2021
Portrush Library,Junior Fiction Spoken Word,8,3,11,2021
Portrush Library,Junior Language Pack,13,28,41,2021
Portrush Library,Junior Non-fiction,1094,545,1639,2021
Portrush Library,Junior Non-fiction Spoken Word,2,,2,2021
Portrush Library,Music CD,9,11,20,2021
Portrush Library,Reading Development,49,25,74,2021
Portrush Library,Reading Group,125,52,177,2021
Portrush Library,Reference Non-borrowable,4,,4,2021
Portrush Library,Teenage Fiction,127,60,187,2021
Portrush Library,Teenage Non-fiction,30,9,39,2021
Portstewart Library,Adult Fiction,8502,3994,12496,2021
Portstewart Library,Adult Fiction Large Print,671,204,875,2021
Portstewart Library,Adult Fiction Spoken Word,165,65,230,2021
Portstewart Library,Adult Non-fiction,1986,1826,3812,2021
Portstewart Library,Adult Non-fiction Large Print,25,3,28,2021
Portstewart Library,Adult Non-fiction Spoken Word,8,11,19,2021
Portstewart Library,Adult Reference,16,23,39,2021
Portstewart Library,Chatterbooks,8,,8,2021
Portstewart Library,Curriculum Support Collection,24,28,52,2021
Portstewart Library,DVD U,,2,2,2021
Portstewart Library,Junior Fiction,10589,4126,14715,2021
Portstewart Library,Junior Fiction Large Print,2,,2,2021
Portstewart Library,Junior Fiction Spoken Word,12,7,19,2021
Portstewart Library,Junior Language Pack,13,21,34,2021
Portstewart Library,Junior Non-fiction,1431,599,2030,2021
Portstewart Library,Junior Non-fiction Spoken Word,6,1,7,2021
Portstewart Library,Language Course ,,1,1,2021
Portstewart Library,Music CD,,15,15,2021
Portstewart Library,Reading Development,11,12,23,2021
Portstewart Library,Reading Group,186,85,271,2021
Portstewart Library,Reference Non-borrowable,5,5,10,2021
Portstewart Library,Teenage Fiction,141,72,213,2021
Portstewart Library,Teenage Non-fiction,14,5,19,2021
Portstewart Library,Uncategorised,,1,1,2021
Randalstown Library,Adult Fiction,3555,2055,5610,2021
Randalstown Library,Adult Fiction Large Print,168,54,222,2021
Randalstown Library,Adult Fiction Spoken Word,77,67,144,2021
Randalstown Library,Adult Non-fiction,646,637,1283,2021
Randalstown Library,Adult Non-fiction Large Print,4,1,5,2021
Randalstown Library,Adult Non-fiction Spoken Word,2,3,5,2021
Randalstown Library,Adult Reference,1,5,6,2021
Randalstown Library,Chatterbooks,1,,1,2021
Randalstown Library,Curriculum Support Collection,3,9,12,2021
Randalstown Library,Junior Fiction,8828,2458,11286,2021
Randalstown Library,Junior Fiction Large Print,2,,2,2021
Randalstown Library,Junior Fiction Spoken Word,4,,4,2021
Randalstown Library,Junior Language Pack,2,2,4,2021
Randalstown Library,Junior Non-fiction,1020,345,1365,2021
Randalstown Library,Junior Non-fiction Spoken Word,1,,1,2021
Randalstown Library,Reading Development,40,14,54,2021
Randalstown Library,Reading Group,46,21,67,2021
Randalstown Library,Reference Non-borrowable,2,7,9,2021
Randalstown Library,Teenage Fiction,90,53,143,2021
Randalstown Library,Teenage Non-fiction,8,3,11,2021
Rathcoole Library,Adult Fiction,5545,2186,7731,2021
Rathcoole Library,Adult Fiction Large Print,1208,161,1369,2021
Rathcoole Library,Adult Fiction Spoken Word,346,86,432,2021
Rathcoole Library,Adult Non-fiction,1589,1004,2593,2021
Rathcoole Library,Adult Non-fiction Large Print,17,2,19,2021
Rathcoole Library,Adult Non-fiction Spoken Word,39,19,58,2021
Rathcoole Library,Adult Reference,2,1,3,2021
Rathcoole Library,Chatterbooks,1,9,10,2021
Rathcoole Library,Curriculum Support Collection,32,84,116,2021
Rathcoole Library,Junior Fiction,5154,2275,7429,2021
Rathcoole Library,Junior Fiction Large Print,3,,3,2021
Rathcoole Library,Junior Fiction Spoken Word,4,4,8,2021
Rathcoole Library,Junior Language Pack,7,5,12,2021
Rathcoole Library,Junior Non-fiction,676,368,1044,2021
Rathcoole Library,Junior Non-fiction Spoken Word,2,,2,2021
Rathcoole Library,Reading Development,14,13,27,2021
Rathcoole Library,Reading Group,227,111,338,2021
Rathcoole Library,Reference Non-borrowable,6,2,8,2021
Rathcoole Library,Teenage Fiction,33,45,78,2021
Rathcoole Library,Teenage Non-fiction,12,10,22,2021
Rathfriland Library,Adult Fiction,3567,1719,5286,2021
Rathfriland Library,Adult Fiction Large Print,225,73,298,2021
Rathfriland Library,Adult Fiction Spoken Word,42,53,95,2021
Rathfriland Library,Adult Non-fiction,762,1067,1829,2021
Rathfriland Library,Adult Non-fiction Large Print,1,1,2,2021
Rathfriland Library,Adult Non-fiction Spoken Word,4,13,17,2021
Rathfriland Library,Adult Reference,1,,1,2021
Rathfriland Library,Curriculum Support Collection,11,5,16,2021
Rathfriland Library,Junior Fiction,12739,4586,17325,2021
Rathfriland Library,Junior Fiction Large Print,8,1,9,2021
Rathfriland Library,Junior Fiction Spoken Word,19,5,24,2021
Rathfriland Library,Junior Language Pack,,11,11,2021
Rathfriland Library,Junior Non-fiction,1551,957,2508,2021
Rathfriland Library,Junior Non-fiction Spoken Word,3,1,4,2021
Rathfriland Library,Language Course ,2,3,5,2021
Rathfriland Library,Music CD,,21,21,2021
Rathfriland Library,Reading Development,11,4,15,2021
Rathfriland Library,Reading Group,148,68,216,2021
Rathfriland Library,Reference Non-borrowable,8,2,10,2021
Rathfriland Library,Teenage Fiction,123,91,214,2021
Rathfriland Library,Teenage Non-fiction,11,6,17,2021
Rathfriland Library,Uncategorised,2,3,5,2021
Richhill Library,Adult Fiction,2523,1347,3870,2021
Richhill Library,Adult Fiction Large Print,221,37,258,2021
Richhill Library,Adult Fiction Spoken Word,61,17,78,2021
Richhill Library,Adult Non-fiction,558,600,1158,2021
Richhill Library,Adult Non-fiction Spoken Word,,2,2,2021
Richhill Library,Adult Reference,,1,1,2021
Richhill Library,Chatterbooks,,1,1,2021
Richhill Library,Curriculum Support Collection,9,32,41,2021
Richhill Library,DVD U,1,3,4,2021
Richhill Library,Junior Fiction,8432,2259,10691,2021
Richhill Library,Junior Fiction Large Print,5,3,8,2021
Richhill Library,Junior Fiction Spoken Word,23,4,27,2021
Richhill Library,Junior Language Pack,4,,4,2021
Richhill Library,Junior Non-fiction,1153,431,1584,2021
Richhill Library,Junior Non-fiction Spoken Word,2,,2,2021
Richhill Library,Reading Development,2,16,18,2021
Richhill Library,Reading Group,63,12,75,2021
Richhill Library,Reference Non-borrowable,1,6,7,2021
Richhill Library,Teenage Fiction,75,45,120,2021
Richhill Library,Teenage Non-fiction,9,11,20,2021
Richhill Library,Uncategorised,1,,1,2021
Saintfield Library,Adult Fiction,4638,2166,6804,2021
Saintfield Library,Adult Fiction Large Print,121,29,150,2021
Saintfield Library,Adult Fiction Spoken Word,230,121,351,2021
Saintfield Library,Adult Non-fiction,1187,981,2168,2021
Saintfield Library,Adult Non-fiction Large Print,1,3,4,2021
Saintfield Library,Adult Non-fiction Spoken Word,16,3,19,2021
Saintfield Library,Adult Reference,1,,1,2021
Saintfield Library,Curriculum Support Collection,13,7,20,2021
Saintfield Library,Junior Fiction,11346,3171,14517,2021
Saintfield Library,Junior Fiction Large Print,3,,3,2021
Saintfield Library,Junior Fiction Spoken Word,49,48,97,2021
Saintfield Library,Junior Language Pack,2,7,9,2021
Saintfield Library,Junior Non-fiction,1542,675,2217,2021
Saintfield Library,Junior Non-fiction Spoken Word,5,7,12,2021
Saintfield Library,Junior Reference,,1,1,2021
Saintfield Library,Language Course ,2,,2,2021
Saintfield Library,Reading Development,61,23,84,2021
Saintfield Library,Reading Group,115,31,146,2021
Saintfield Library,Reference Non-borrowable,2,,2,2021
Saintfield Library,Teenage Fiction,120,44,164,2021
Saintfield Library,Teenage Non-fiction,26,14,40,2021
Shankill Road Library,Adult Fiction,4536,1978,6514,2021
Shankill Road Library,Adult Fiction Large Print,418,143,561,2021
Shankill Road Library,Adult Fiction Spoken Word,245,79,324,2021
Shankill Road Library,Adult Non-fiction,1146,1144,2290,2021
Shankill Road Library,Adult Non-fiction Large Print,4,2,6,2021
Shankill Road Library,Adult Non-fiction Spoken Word,8,2,10,2021
Shankill Road Library,Adult Reference,14,28,42,2021
Shankill Road Library,Curriculum Support Collection,23,71,94,2021
Shankill Road Library,Junior Fiction,7083,1659,8742,2021
Shankill Road Library,Junior Fiction Large Print,2,1,3,2021
