BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Title,Variant titles,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
18864253,Monograph,Language material ; Text,Volume,GBB886756,,9781786937773 ; 9781786937780,"Rayner, Catherine",1950-,person,author,"Rayner, Catherine, 1950-, author [person]",Wild imaginings : a Brontë childhood,,,,England,London,Austin Macauley,2018,,"280 pages, 14 unnumbered pages of plates, illustrations, 20 cm",823.809,YK.2019.a.973,"Haworth (England)--Social life and customs--19th century ; Brontë, Anne, 1820-1849 ; Novelists, English--19th century--Homes and haunts--England--Haworth ; Women novelists, English--19th century--Biography ; Brontë family ; Brontë, Patrick Branwell, 1817-1848 ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: ebook version. 9781786937797,
18864384,Monograph,Language material ; Text,Online resource (ePub ebook),GBB886887,,9780008257453,,,,,"Mosse, Kate, 1961-, editor [person]",I am Heathcliff,,,,England,London,Borough Press,2018,,1 online resource,823.0108092,ELD.DS.310458,"Brontë, Emily, 1818-1848--Characters--Fiction ; Love stories, English",Fiction,English,Additional physical form: Print version. 9780008257439,
18865482,Monograph,Language material ; Text,Online resource (ebook),GBB887985,,9781786937797,"Rayner, Catherine",,person,author,"Rayner, Catherine, author [person]",Wild imaginings : a Brontë childhood,,,,England,London,Austin Macauley,2018,,1 online resource,823.809,,"Haworth (England)--Social life and customs--19th century ; Brontë, Anne, 1820-1849 ; Novelists, English--19th century--Homes and haunts--England--Haworth ; Women novelists, English--19th century--Biography ; Brontë family ; Brontë, Patrick Branwell, 1817-1848 ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: Print version. 9781786937780,
18893896,Monograph,Language material ; Text,Online resource (ePub ebook),GBB8A4457,,9781912235230,"O'Callaghan, Claire",,person,author,"O'Callaghan, Claire, author [person]",Emily Brontë reappraised,,,,Scotland,Glasgow,Saraband,2018,,1 online resource,823.8,ELD.DS.290824,"Authors, English--19th century--Biography ; Women authors, English--19th century--Biography ; Brontë, Emily, 1818-1848",Biography,English,Additional physical form: Print version. 9781912235056,
18932986,Monograph,Language material ; Still image ; Text,Volume,GBB8C4925,,9781526722232,"Holland, Nick",1971-,person,author,"Holland, Nick, 1971-, author [person]",Aunt Branwell and the Brontë legacy,,,,England,"Barnsley, South Yorkshire",Pen & Sword History,2018,,"viii, 160 pages, 8 unnumbered pages of plates, illustrations, 24 cm",823.809,YK.2020.a.219,"Brontë, Anne, 1820-1849 ; Aunts--Great Britain--Biography ; Branwell, Elizabeth ; Women authors, English--19th century--Family relationships ; Branwell, Elizabeth--Family ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography,English,,
18973238,Monograph,Language material ; Still image ; Text,Volume,GBB8D0613,,9789383202959,,,,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Om illustrated classics,,India,New Delhi,Om Books International,2018,,"1 volume, illustrations, 20 cm",823.92,,"Yorkshire (England)--Social life and customs--Juvenile fiction ; Heathcliff, (Fictitious character from Brontë)--Juvenile fiction",Children's fiction,English,,
19004390,Monograph,Language material ; Text,Volume,GBC188709,,9781912546657,"Banks, Lynne Reid",1929-,person,author,"Banks, Lynne Reid, 1929-, author [person]",Dark quartet,,Brontë sisters saga,book 1 [Brontë sisters saga],England,London,Sapere,2018,,"406 pages, 21 cm",823.914,H.2019/.9577,"Brontë, Emily, 1818-1848--Fiction ; Brontë, Anne, 1820-1849--Fiction ; Brontë, Patrick Branwell, 1817-1848--Fiction ; Brontë, Charlotte, 1816-1855--Fiction ; Authors, English--19th century--Fiction",Biographical fiction ; Fiction,English,"Originally published: London: Weidenfeld and Nicolson, 1976",
19019134,Monograph,Language material ; Text,Volume,GBB8F1925,,9781788287791,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",The Brontë collection,Agnes Grey ; Jane Eyre ; Professor ; Tenant of Wildfell Hall ; Villette ; Wuthering Heights,,,England,London,Arcturus,2018,,"6 volumes, 18 cm",823.808,,English fiction--19th century,,English,In slip case,
19019159,Monograph,Language material ; Text,Volume,GBB8F1950,,9781788883641,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London,Arcturus,2018,,"1 volume, 18 cm",823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
19048290,Monograph,Language material ; Text,Volume,GBB8G7523,,9780062870599,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,United States of America,New York,Harper Perennial,2018,,"1 volume, 19 cm",823.8,,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,,
19049393,Monograph,Language material ; Text,Volume,GBB8G8626,,9781789016239,"Tytler, Graeme",1934-,person,author,"Tytler, Graeme, 1934-, author [person]",Facets of Wuthering Heights : selected essays,,,,England,Kibworth Beauchamp,Matador,2018,,"1 volume, 21 cm",823.8,,"Brontë, Emily, 1818-1848",,English,Additional physical form: ebook version. 9781789012903,
19053132,Monograph,Language material ; Text,Volume,GBC0F0430,,9781912789115,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,"Knowle, Solihull, West Midlands",Clarity,2018,Dyslexic-friendly edition,"665 pages, 24 cm",823.7,LT.2020.x.1076,,,English,,
19074150,Monograph,Language material ; Text,Online resource (ePub ebook),GBB8I2945,,9781789012903,"Tytler, Graeme",1934-,person,author,"Tytler, Graeme, 1934-, author [person]",Facets of Wuthering Heights : selected essays,,,,England,Kibworth Beauchamp,Matador,2018,,1 online resource,823.8,ELD.DS.360989,"LITERARY CRITICISM--General ; Literature & literary studies ; Brontë, Emily, 1818-1848",,English,Additional physical form: Print version. 9781789016239,
19078747,Monograph,Language material ; Text,Online resource,GBB8I8477,,9781445653440,"Wood, Steven",,person,author ; historian,"Wood, Steven, author ; historian [person] ; Brears, Peter C. D., author [person]",The real Wuthering heights : the story of the Withins Farms,,,,United Kingdom,Stroud,Amberley,2016,,1 online resource (144 pages),942.817,ELD.DS.335082,"Hill farming--England--West Yorkshire--History ; Literary landmarks--England--West Yorkshire ; Local interest, family history & nostalgia ; Top Withins Farm (England)--History ; PHOTOGRAPHY--Subjects & Themes--Regional ; Brontë, Emily, 1818-1848",,English,,
19112916,Monograph,Language material ; Text,Online resource,GBB8K8380,,9780748694594 ; 9781322059839,"Staten, Henry",1946-,person,author,"Staten, Henry, 1946-, author [person]","Spirit Becomes Matter : the Brontë̈s, George Eliot, Nietzsche",,Edinburgh critical studies in Victorian culture,,Scotland,Edinburgh,Edinburgh University Press,2014,,"1 online resource (ix, 189 pages)",823.809,ELD.DS.350131,"Nietzsche, Friedrich Wilhelm, 1844-1900 ; Eliot, George, 1819-1880 ; Literary studies: fiction, novelists & prose writers ; English fiction--19th century--History and criticism--Theory, etc ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Criticsm and interpretation,English,,
19122912,Monograph,Language material ; Text,Volume,GBB8K9058,,9780393284997,"Brontë, Emily",1818-1848,person,author,"Lewis, Alexandra, 1981-, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering heights : a Norton critical edition,,,,United States of America,New York,W.W. Norton,2019,Fifth edition,1 volume,823.8,,"Yorkshire (England)--Social life and customs--19th century--Fiction ; Brontë, Emily, 1818-1848",Fiction,English,,
19210987,Monograph,Language material ; Text,Volume,GBB909893,,9781526361066,"Doherty, Anna",,person,artist ; author,"Doherty, Anna, artist ; author [person]",The Brontës : the fantastically feminist (and totally true) story of the astonishing authors,,,,England,London,Wren & Rook,2019,,"1 volume, 27 cm",823.809,,"Brontë, Emily, 1818-1848--Juvenile literature ; Brontë, Charlotte, 1816-1855--Juvenile literature ; English fiction--19th century--History and criticism--Juvenile literature ; Brontë, Anne, 1820-1849--Juvenile literature",Children's literature,English,Additional physical form: ebook version. 9781526361080,
19212194,Monograph,Language material ; Text,Volume,GBB911100,,9781855340596,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering heights,,,,Scotland,Glasgow,Geddes & Grosset,2018,,"xxiii, 294 pages, 20 cm",823.8,H.2020/.5346,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Yorkshire (England)--Social life and customs--Fiction",Fiction,English,"'Complete and unabridged with introduction, notes, and exam questions'--Cover",
19212981,Monograph,Language material ; Text,Online resource (ebook),GBB911887,,9781526361080,"Doherty, Anna",,person,artist ; author,"Doherty, Anna, artist ; author [person]",The Brontës : the fantastically feminist (and totally true) story of the astonishing authors,,,,England,London,Wren & Rook,2019,,1 online resource,823.809,ELD.DS.410520,"Brontë, Emily, 1818-1848--Juvenile literature ; Brontë, Charlotte, 1816-1855--Juvenile literature ; English fiction--19th century--History and criticism--Juvenile literature ; Brontë, Anne, 1820-1849--Juvenile literature",Children's literature,English,Additional physical form: Print version. 9781526361066,
19242157,Monograph,Language material ; Text,Volume,GBB922751,,9780008257460,,,,,"Mosse, Kate, 1961-, editor [person]",I am Heathcliff : stories inspired by Wuthering Heights,,,,England,London,Borough Press,2019,,"1 volume, 20 cm",823.0108092,,"Brontë, Emily, 1818-1848--Characters--Fiction ; Heathcliff, (Fictitious character from Brontë)--Fiction ; Love stories, English",Fiction,English,Originally published: 2018,
19248804,Monograph,Language material ; Text,Online resource,GBB939089,,9781441192233,"Brinton, Ian",,person,,"Brinton, Ian [person]",Bronte's Wuthering heights : a reader's guide,,Continuum reader's guides,,England ; United Kingdom,London,Continuum,2011,,1 online resource (160 pages),823.8,ELD.DS.385939,"Brontë, Emily, 1818-1848",,English,,
19290875,Monograph,Language material ; Still image ; Text,Volume,GBC237635,,9781916007208,"Gagic, Diana Matos",,person,artist ; author,"Gagic, Diana Matos, artist ; author [person]",The Brontë colouring book,,,,England ; United Kingdom,,Crafty Birdie Designs,2019,,"32 unnumbered pages, black and white illustrations, 21 cm",823.809,YKL.2022.a.7743,"Brontë, Anne, 1820-1849 ; Coloring books--Specimens ; Novelists, English--19th century--Biography ; Women novelists, English--19th century--Biography ; Brontë family ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",Biography ; Specimen,English,,
19327101,Monograph,Language material ; Still image ; Text,Volume,GBB956189,,9783030038762,"Pyke, Susan Mary",,person,author,"Pyke, Susan Mary, author [person]",Animal visions : posthumanist dream writing,,Palgrave studies in animals and literature,,England,Basingstoke,Palgrave Macmillan,2019,,"1 volume, black and white illustrations, 21 cm",820.9362,,"Humanism in literature ; Dominance (Psychology) in literature ; Animals in literature ; Brontë, Emily, 1818-1848",,English,Additional physical form: ebook version. 9783030038779,
19327888,Monograph,Language material ; Still image ; Text,Online resource (PDF ebook),GBB956974,,9783030038779,"Pyke, Susan Mary",,person,author,"Pyke, Susan Mary, author [person]",Animal visions : posthumanist dream writing,,Palgrave studies in animals and literature,,England,Basingstoke,Palgrave Macmillan,2019,,"1 online resource, black and white illustrations",820.9362,,"Humanism in literature ; Dominance (Psychology) in literature ; Animals in literature ; Brontë, Emily, 1818-1848",,English,Additional physical form: Print version. 9783030038762,
19436973,Monograph,Language material ; Text,Volume,,,,,,,,"Brontë, Charlotte, 1816-1855 [person] ; Bentley, Phyllis Eleanor, 1894-1977, writer [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]","The Brontës : Charlotte Brontë: Stories from Angria, The professor, Emma, Poems ; Emily Brontë: Poems ; Anne Brontë: Poems",Albion and Marina ; Emma ; Farewell to Angria ; Mina Laury ; Poems ; Professor,,,England,London,Allan Wingate,1949,"Heather edition, arranged and introduced by Phyllis Bentley","462 pages, 19 cm",,W73/4094,,,English,,
19452528,Monograph,Language material ; Text,Volume,GBB9B5430,,9780241375297,,,,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Penguin readers,,England,London,Penguin,2019,,"95 pages, 20 cm",428.64,,,Reader,English,Level 5,
19454908,Monograph,Language material ; Text,Volume,GBB9B7810,,9781840227949,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Collector's editions,,England,Ware,Wordsworth,2019,,"316 pages, 19 cm",823.8,Nov.2022/1241,"Heathcliff, (Fictitious character from Brontë)--Fiction ; Rural families ; Manners and customs ; Yorkshire (England)--Social life and customs--Fiction ; England--Yorkshire ; Rejection (Psychology)--Fiction ; Rural families--Fiction",Fiction ; Romance fiction,English,,
19456389,Monograph,Language material ; Text,Online resource (ePub ebook),GBB9B9292,,9781529389005,"Ellis, Bella",,person,author,"Ellis, Bella, author [person]",The vanished bride,,The Brontë mysteries,,England,London,Hodder & Stoughton,2019,,1 online resource,823.92,ELD.DS.463171,"Brontë, Emily, 1818-1848--Fiction ; FICTION / Historical / General ; FICTION / Mystery & Detective / Women Sleuths ; HISTORY / Europe / Great Britain / Victorian Era (1837-1901) ; Historical mysteries ; Brontë, Anne, 1820-1849--Fiction ; Brontë, Charlotte, 1816-1855--Fiction",Detective and mystery fiction ; Fiction,English,Additional physical form: Print version. 9781529388985,
19457197,Monograph,Notated music,Volume,,,9781785586156,"Park, Owain",1993-,person,composer,"Dickinson, Emily, 1830-1886, author [person] ; Gómez de Avellaneda, Gertrudis, 1814-1873, author [person] ; Graham, W. S. (William Sydney), 1918-1986, author [person] ; Hardy, Thomas, 1840-1928, author [person] ; Brontë, Emily, 1818-1848, author [person] ; Tenebrae (Musical group) [organisation] ; Burroughs, John, 1837-1921, author [person] ; Park, Owain, 1993-, composer [person] ; Raleigh, Walter, Sir, approximately 1552-1618, author [person] ; Shikishi, Princess, daughter of Goshirakawa, Emperor of Japan, -1201, author [person] ; Browning, Elizabeth Barrett, 1806-1861, author [person]",Footsteps : for unaccompanied mixed choirs,,,,England,"Bury St Edmunds, Suffolk ; London",Music Sales ; Novello,2018,,"1 score (74 pages), 30 cm",782.542,G.1505.z. (1.),"Hardy, Thomas, 1840-1928 ; Hardy, Thomas, 1840-1928--Musical settings ; Dickinson, Emily, 1830-1886--Musical settings ; Browning, Elizabeth Barrett, 1806-1861 ; Browning, Elizabeth Barrett, 1806-1861--Musical settings ; Graham, W. S. (William Sydney), 1918-1986 ; Shikishi, Princess, daughter of Goshirakawa, Emperor of Japan, -1201--Musical settings ; Graham, W. S. (William Sydney), 1918-1986--Musical settings ; Brontë, Emily, 1818-1848 ; Brontë, Emily, 1818-1848--Musical settings ; Raleigh, Walter, Sir, approximately 1552-1618 ; Choruses, Secular (Mixed voices), Unaccompanied ; Gómez de Avellaneda, Gertrudis, 1814-1873--Musical settings ; Raleigh, Walter, Sir, 1552?-1618--Musical settings ; Burroughs, John, 1837-1921--Musical settings",Art music,English,"Commissioned by Tenebrae ; Duration: approximately 17 min ; For mixed chorus (SSAATTBB), optionally with: upper voices (2 part), SATB chorus, and/or SATB semi-chorus ; Performance notes in English ; Texts by Elizabeth Barrett Browning, Emily Brontë, John Burroughs, Emily Dickinson, Gertrudis Gomez de Avellaneda, William Sydney Graham, Thomas Hardy, Sir Walter Raleigh and Princess Shikishi",
